GID	HCT116_R1	HCT116_R2	HCT116_R3	NCM460_R1	NCM460_R2	NCM460_R3	Length
ENSG00000225741	0	0	0	0	0	0	1262
ENSG00000225742	0	0	1	0	0	0	970
ENSG00000225744	0	0	0	0	0	0	792
ENSG00000225745	0	0	3	1	1	0	1339
ENSG00000225746	0	0	0	0	0	0	2986
ENSG00000225750	0	0	2	0	1	0	279
ENSG00000225751	0	0	0	0	0	0	715
ENSG00000225752	0	0	0	0	0	4	455
ENSG00000225755	0	0	1	0	0	0	1133
ENSG00000225756	75	26	151	6	0	0	2139
ENSG00000225758	0	0	0	0	0	0	409
ENSG00000225759	0	0	0	0	0	0	543
ENSG00000225760	0	0	87	0	1	33	684
ENSG00000225761	0	0	13	2	0	0	442
ENSG00000225762	7	12	14	10	1	1	483
ENSG00000225764	0	0	1	0	0	0	730
ENSG00000225765	0	0	0	0	0	0	493
ENSG00000225766	16	5	12	1	6	0	1717
ENSG00000225767	0	0	5	0	0	2	503
ENSG00000225768	0	0	0	0	0	0	1013
ENSG00000225769	0	0	2	0	0	0	5675
ENSG00000225770	4	3	1	1	0	0	171
ENSG00000225774	0	1	11	0	0	0	1770
ENSG00000225775	0	0	0	0	0	0	661
ENSG00000225777	0	0	0	0	0	0	1181
ENSG00000225778	0	3	9	7	2	17	3269
ENSG00000225779	1	1	0	0	0	0	370
ENSG00000225781	0	0	0	0	0	0	1028
ENSG00000225782	0	0	0	0	0	0	590
ENSG00000225783	15	15	20	3	3	2	11590
ENSG00000225784	40	66	27	35	35	30	2353
ENSG00000225785	0	0	0	2	0	0	431
ENSG00000225786	0	0	0	0	0	0	237
ENSG00000225787	0	0	0	0	0	0	306
ENSG00000225790	0	0	0	0	0	0	560
ENSG00000225791	73	171	272	112	108	350	2538
ENSG00000225792	1	1	0	0	0	1	882
ENSG00000225793	13	26	16	3	1	57	1519
ENSG00000225794	0	0	0	0	0	0	654
ENSG00000225795	0	0	0	0	0	0	232
ENSG00000225796	1	1	0	0	0	0	1363
ENSG00000225797	0	0	0	0	0	0	382
ENSG00000225798	0	0	9	4	3	0	383
ENSG00000225801	0	0	0	0	0	0	1026
ENSG00000225802	0	0	0	0	0	0	454
ENSG00000225803	0	0	0	0	0	0	522
ENSG00000225805	2	17	8	0	0	4	221
ENSG00000225806	13	13	29	3	9	92	1521
ENSG00000225807	0	0	1	0	0	0	570
ENSG00000225808	2	3	19	2	0	2	316
ENSG00000225809	0	0	0	0	0	0	992
ENSG00000225811	0	0	0	0	0	0	602
ENSG00000225812	0	0	0	0	0	0	298
ENSG00000225813	0	30	28	0	0	0	717
ENSG00000225814	0	0	0	0	0	0	670
ENSG00000225815	0	0	0	0	0	0	1228
ENSG00000225816	0	0	0	0	0	0	697
ENSG00000225818	0	0	0	0	0	0	570
ENSG00000225819	0	0	0	0	0	0	444
ENSG00000225822	12	3	4	4	0	4	2008
ENSG00000225823	0	0	0	0	0	0	743
ENSG00000225825	0	0	0	0	0	0	18
ENSG00000225826	14	2	0	0	0	0	955
ENSG00000225827	0	0	0	0	0	0	367
ENSG00000225828	390	298	441	120	102	106	2845
ENSG00000225830	684	594	531	868	765	1732	8840
ENSG00000225831	0	0	0	0	0	0	458
ENSG00000225832	0	0	0	3	1	0	332
ENSG00000225833	35	2	0	0	0	0	574
ENSG00000225836	0	1	0	0	0	0	368
ENSG00000225839	0	0	0	3	0	0	205
ENSG00000225840	0	2	12	6	8	36	599
ENSG00000225842	0	0	0	0	0	0	339
ENSG00000225843	0	0	0	0	0	0	976
ENSG00000225846	0	0	0	0	0	0	315
ENSG00000225849	0	0	0	0	0	0	1223
ENSG00000225850	7	6	5	2	0	0	615
ENSG00000225851	0	0	0	0	0	0	53
ENSG00000225854	1	0	0	2	1	14	346
ENSG00000225855	342	253	356	363	277	126	3516
ENSG00000225856	0	0	0	0	0	0	455
ENSG00000225857	0	4	7	0	0	0	748
ENSG00000225858	0	0	0	0	0	0	250
ENSG00000225860	0	0	0	0	0	0	2645
ENSG00000225864	0	0	0	0	0	0	991
ENSG00000225867	1	0	0	0	0	0	498
ENSG00000225868	0	0	0	24	12	1	2188
ENSG00000225869	0	0	0	0	0	0	615
ENSG00000225870	0	0	0	0	0	0	650
ENSG00000225871	0	0	0	0	0	9	1679
ENSG00000225872	0	0	0	0	0	0	2488
ENSG00000225873	0	0	4	0	0	0	732
ENSG00000225876	0	0	0	0	0	0	223
ENSG00000225877	0	0	2	0	0	0	1873
ENSG00000225878	0	0	0	0	0	0	1164
ENSG00000225879	0	0	0	0	0	0	914
ENSG00000225880	76	38	13	49	34	27	1317
ENSG00000225881	0	0	0	0	0	0	751
ENSG00000225882	13	8	0	0	0	0	708
ENSG00000225883	4	4	8	0	0	0	885
ENSG00000225884	0	0	0	0	0	0	543
ENSG00000225885	0	0	3	0	0	2	1617
ENSG00000225886	4	0	14	171	17	6	489
ENSG00000225889	33	13	8	0	6	6	2453
ENSG00000225891	0	2	1	1	3	0	529
ENSG00000225892	282	206	327	253	300	135	2486
ENSG00000225893	0	0	2	12	0	0	730
ENSG00000225894	0	0	0	0	0	0	3595
ENSG00000225895	0	0	0	0	0	0	396
ENSG00000225896	0	0	0	0	0	0	329
ENSG00000225898	0	0	0	0	0	0	676
ENSG00000225899	35	9	10	0	0	0	2097
ENSG00000225900	0	0	0	0	0	0	297
ENSG00000225901	0	0	0	0	0	0	931
ENSG00000225903	0	0	1	0	0	0	304
ENSG00000225904	0	0	0	0	0	0	703
ENSG00000225905	0	0	3	0	0	35	543
ENSG00000225906	0	0	0	0	0	0	629
ENSG00000225907	0	0	0	4	0	0	201
ENSG00000225911	0	0	11	0	0	0	451
ENSG00000225912	1	0	14	0	0	6	436
ENSG00000225913	4	8	6	0	0	0	495
ENSG00000225914	0	0	10	1	0	9	3458
ENSG00000225916	1	0	0	0	0	0	551
ENSG00000225918	0	0	0	0	0	0	943
ENSG00000225919	0	0	0	0	0	0	372
ENSG00000225920	17	22	38	8	2	60	654
ENSG00000225921	199	238	107	196	264	153	1865
ENSG00000225922	0	0	0	0	0	0	476
ENSG00000225923	0	0	0	0	0	0	742
ENSG00000225924	0	0	0	0	0	0	562
ENSG00000225925	0	0	0	0	0	0	1015
ENSG00000225928	0	0	0	0	0	0	684
ENSG00000225929	0	0	0	0	0	0	2030
ENSG00000225930	37	32	0	0	0	0	4269
ENSG00000225931	1	0	0	0	0	0	1297
ENSG00000225932	0	0	0	0	0	0	2588
ENSG00000225933	0	0	1	0	0	0	354
ENSG00000225934	0	0	0	0	0	0	671
ENSG00000225935	0	0	1	0	0	0	259
ENSG00000225936	0	0	0	0	0	0	744
ENSG00000225937	0	0	0	0	0	0	3922
ENSG00000225938	0	5	0	0	0	0	403
ENSG00000225940	0	0	0	0	0	0	765
ENSG00000225942	0	0	0	0	0	0	660
ENSG00000225943	0	0	0	0	0	0	435
ENSG00000225944	0	0	0	0	0	0	1528
ENSG00000225945	3	10	0	0	0	0	419
ENSG00000225946	34	19	183	3	0	0	2552
ENSG00000225947	0	0	0	0	0	0	392
ENSG00000225948	8	1	0	0	0	0	500
ENSG00000225949	0	0	0	0	0	0	1175
ENSG00000225950	24	2	106	129	46	67	2739
ENSG00000225951	1	0	4	5	0	2	407
ENSG00000225952	0	0	0	0	0	0	480
ENSG00000225953	29	85	45	0	0	0	4470
ENSG00000225956	0	0	3	0	0	0	446
ENSG00000225957	0	0	0	0	0	0	312
ENSG00000225959	0	0	0	0	0	0	541
ENSG00000225960	0	0	0	0	0	0	382
ENSG00000225962	0	0	0	0	0	0	171
ENSG00000225963	0	0	27	15	0	73	2575
ENSG00000225964	0	0	0	0	0	4	973
ENSG00000225965	0	0	0	0	0	0	180
ENSG00000225968	495	413	247	0	0	0	3845
ENSG00000225969	1	0	26	4	6	0	558
ENSG00000225970	0	0	0	0	0	0	318
ENSG00000225971	1	0	0	0	0	0	789
ENSG00000225972	5	3	29	90	39	33	372
ENSG00000225973	215	221	203	196	158	158	982
ENSG00000225974	0	0	0	0	0	0	312
ENSG00000225975	90	22	7	37	51	31	1138
ENSG00000225976	0	0	0	0	1	5	326
ENSG00000225978	14	9	60	0	0	1	1956
ENSG00000225979	0	0	0	0	0	0	452
ENSG00000225980	0	0	0	0	0	0	950
ENSG00000225981	0	0	4	1	0	0	498
ENSG00000225982	0	0	0	2	0	1	1145
ENSG00000225984	0	4	0	0	0	0	628
ENSG00000225986	1	0	0	0	0	0	510
ENSG00000225988	0	0	0	0	0	0	1928
ENSG00000225990	0	0	0	0	3	0	220
ENSG00000225991	0	0	0	0	0	0	410
ENSG00000225992	0	0	0	0	0	0	285
ENSG00000225995	0	0	0	0	0	0	1321
ENSG00000225996	0	0	0	0	0	0	1811
ENSG00000225997	0	0	0	0	0	0	945
ENSG00000225999	0	0	0	0	0	0	406
ENSG00000226002	25	5	17	3	6	64	586
ENSG00000226003	0	0	0	0	0	0	493
ENSG00000226004	0	0	0	0	0	0	573
ENSG00000226005	0	0	0	0	0	0	591
ENSG00000226007	2	7	8	0	0	0	2274
ENSG00000226008	0	0	0	0	0	0	183
ENSG00000226009	4	2	7	0	1	0	850
ENSG00000226010	0	6	0	0	0	0	1771
ENSG00000226011	0	0	0	0	0	0	1225
ENSG00000226012	0	0	0	0	0	0	287
ENSG00000226013	0	0	0	0	0	0	192
ENSG00000226014	0	0	0	0	0	0	204
ENSG00000226015	20	19	24	9	31	26	1657
ENSG00000226016	0	0	0	0	0	0	305
ENSG00000226017	4	0	0	0	0	0	2496
ENSG00000226020	0	0	2	0	0	0	372
ENSG00000226022	0	0	9	7	0	0	299
ENSG00000226023	0	0	0	0	0	0	1288
ENSG00000226024	0	0	0	0	0	0	274
ENSG00000226025	0	0	0	0	0	0	2773
ENSG00000226026	5	5	8	1	6	4	2505
ENSG00000226028	0	0	0	0	0	0	534
ENSG00000226029	50	26	116	10	6	22	3245
ENSG00000226030	0	0	0	0	0	0	356
ENSG00000226031	1	0	0	0	0	0	1145
ENSG00000226032	0	0	0	0	0	0	331
ENSG00000226034	0	0	0	0	0	0	480
ENSG00000226036	0	0	0	0	0	0	460
ENSG00000226037	0	0	0	0	0	0	666
ENSG00000226038	1	0	0	0	0	0	501
ENSG00000226040	0	0	0	2	4	0	522
ENSG00000226041	0	0	0	0	0	0	637
ENSG00000226042	0	0	0	0	0	0	1567
ENSG00000226043	0	0	0	0	0	0	435
ENSG00000226044	1	0	5	0	0	10	599
ENSG00000226045	0	0	0	0	0	0	370
ENSG00000226046	0	0	0	0	0	0	379
ENSG00000226047	0	0	0	0	0	0	329
ENSG00000226048	0	0	0	0	0	0	943
ENSG00000226049	4	5	38	12	14	43	3192
ENSG00000226051	9	7	236	0	0	2	3272
ENSG00000226053	0	0	0	0	0	37	2229
ENSG00000226054	9	7	17	9	10	27	1540
ENSG00000226055	0	5	8	12	7	1	1217
ENSG00000226056	0	0	0	0	0	0	1237
ENSG00000226057	0	0	0	0	0	0	2865
ENSG00000226058	0	0	0	0	0	0	469
ENSG00000226059	0	0	0	0	0	0	600
ENSG00000226061	0	0	0	0	0	0	355
ENSG00000226063	4	0	0	0	0	0	580
ENSG00000226064	0	0	0	0	0	0	610
ENSG00000226065	0	0	0	0	0	0	1531
ENSG00000226066	0	0	0	0	0	0	2662
ENSG00000226067	28	6	30	24	21	39	475
ENSG00000226068	1	0	0	0	0	0	803
ENSG00000226070	0	0	0	0	0	0	824
ENSG00000226072	0	0	0	0	0	0	1261
ENSG00000226074	15	5	0	0	0	0	1146
ENSG00000226075	0	0	0	0	0	0	614
ENSG00000226078	0	0	0	0	0	0	339
ENSG00000226079	0	0	0	0	0	0	402
ENSG00000226080	1	0	19	0	0	0	856
ENSG00000226081	0	0	0	0	0	0	1057
ENSG00000226082	0	0	0	3	0	1	512
ENSG00000226083	0	0	0	0	0	0	2581
ENSG00000226084	37	66	126	21	57	85	617
ENSG00000226085	32	85	18	74	122	32	827
ENSG00000226086	1	0	5	0	0	0	822
ENSG00000226087	0	0	2	0	0	0	677
ENSG00000226088	19	25	1	5	1	28	575
ENSG00000226089	0	0	0	4	0	0	786
ENSG00000226091	126	59	88	20	6	1	5663
ENSG00000226092	0	0	0	0	0	0	1157
ENSG00000226093	0	0	0	0	0	0	208
ENSG00000226094	0	1	0	0	0	0	714
ENSG00000226096	0	0	0	0	0	0	149
ENSG00000226097	0	0	0	4	5	12	1477
ENSG00000226098	0	0	4	0	0	0	537
ENSG00000226101	0	0	18	0	0	0	2063
ENSG00000226102	0	1	0	9	0	38	669
ENSG00000226104	3	0	13	3	0	13	81
ENSG00000226107	12	21	7	0	1	1	289
ENSG00000226108	0	0	0	0	0	0	641
ENSG00000226110	0	0	0	0	0	0	234
ENSG00000226112	0	0	0	0	0	0	183
ENSG00000226113	0	0	0	0	0	0	425
ENSG00000226114	0	0	0	0	0	0	361
ENSG00000226115	0	0	0	0	0	0	355
ENSG00000226116	0	0	0	0	0	0	854
ENSG00000226117	0	0	0	0	0	0	156
ENSG00000226118	0	0	0	0	0	0	220
ENSG00000226119	0	0	0	0	0	0	412
ENSG00000226121	39	42	28	62	55	118	6821
ENSG00000226122	0	0	0	0	0	0	1776
ENSG00000226124	25	23	30	4	1	10	1496
ENSG00000226125	8	0	1	0	0	62	2609
ENSG00000226126	0	0	0	0	0	0	1314
ENSG00000226128	0	0	0	0	0	0	433
ENSG00000226129	0	0	0	0	0	0	340
ENSG00000226130	0	0	0	0	0	0	232
ENSG00000226131	0	0	0	1	0	0	498
ENSG00000226132	0	0	0	0	0	0	682
ENSG00000226133	0	0	0	0	0	0	1119
ENSG00000226134	0	0	0	0	0	0	692
ENSG00000226137	619	719	2174	563	346	559	4590
ENSG00000226138	0	0	0	0	0	0	372
ENSG00000226140	0	0	0	0	0	0	605
ENSG00000226141	0	0	0	0	0	0	332
ENSG00000226142	0	0	0	0	0	0	337
ENSG00000226143	0	0	0	0	0	0	518
ENSG00000226144	0	0	3	1	0	0	454
ENSG00000226145	0	0	8	17	33	1074	1906
ENSG00000226147	0	0	0	0	0	5	1301
ENSG00000226148	0	0	2	0	0	0	1065
ENSG00000226149	2	0	21	1	0	0	864
ENSG00000226153	0	0	0	0	0	10	353
ENSG00000226155	8	0	7	1	0	0	741
ENSG00000226156	0	0	0	0	0	0	458
ENSG00000226157	0	0	0	0	0	0	936
ENSG00000226158	0	0	1	0	0	0	421
ENSG00000226159	0	0	0	0	0	0	1860
ENSG00000226160	0	0	0	0	0	0	88
ENSG00000226161	0	0	0	0	1	0	1095
ENSG00000226163	0	0	0	0	0	0	162
ENSG00000226164	0	0	6	0	0	0	610
ENSG00000226166	0	0	0	0	0	0	112
ENSG00000226167	20	17	21	3	10	24	1734
ENSG00000226168	0	0	0	0	0	0	390
ENSG00000226169	0	0	0	0	0	0	451
ENSG00000226170	0	0	0	0	0	0	817
ENSG00000226172	0	0	0	0	0	0	653
ENSG00000226174	24	26	31	20	30	0	2837
ENSG00000226179	28	21	19	16	19	3	428
ENSG00000226180	44	72	164	48	27	51	2610
ENSG00000226181	0	0	0	0	0	0	308
ENSG00000226183	0	0	0	0	0	0	644
ENSG00000226185	0	0	0	0	0	0	1336
ENSG00000226186	1	0	1	0	0	0	336
ENSG00000226188	0	0	1	0	0	0	551
ENSG00000226191	0	0	0	0	0	0	1453
ENSG00000226193	0	0	0	0	0	0	385
ENSG00000226194	0	0	0	0	0	0	2685
ENSG00000226196	0	0	0	0	0	0	943
ENSG00000226197	0	0	0	0	0	0	512
ENSG00000226199	0	0	0	0	0	0	1030
ENSG00000226200	37	37	317	28	39	30	12420
ENSG00000226202	0	0	0	0	0	0	563
ENSG00000226203	0	0	1	0	0	0	4604
ENSG00000226204	0	0	0	0	0	0	424
ENSG00000226205	1	0	0	0	0	1	782
ENSG00000226206	0	0	0	0	0	0	916
ENSG00000226207	0	0	1	0	0	0	499
ENSG00000226208	0	0	0	0	0	0	432
ENSG00000226209	0	0	0	0	0	0	303
ENSG00000226210	470	433	1125	1657	1722	231	1817
ENSG00000226211	0	0	0	0	0	0	357
ENSG00000226212	0	0	0	0	0	0	299
ENSG00000226213	0	0	0	0	0	0	948
ENSG00000226216	0	0	0	0	0	0	371
ENSG00000226217	0	0	0	0	0	0	428
ENSG00000226218	0	0	0	0	0	0	407
ENSG00000226220	1	2	24	11	0	0	1319
ENSG00000226221	61	108	135	20	94	305	438
ENSG00000226222	0	0	0	0	0	0	345
ENSG00000226223	0	0	0	0	0	0	468
ENSG00000226226	0	0	0	0	0	0	540
ENSG00000226229	0	1	1	0	0	0	361
ENSG00000226230	0	0	0	0	0	0	499
ENSG00000226232	0	0	0	0	0	0	1728
ENSG00000226233	0	0	0	0	0	0	154
ENSG00000226234	0	0	0	0	0	0	1156
ENSG00000226235	10	0	2	0	0	0	2781
ENSG00000226237	8	1	0	0	0	1	4387
ENSG00000226238	0	0	0	0	0	0	458
ENSG00000226239	13	0	4	0	0	2	2013
ENSG00000226240	0	0	0	0	0	6	727
ENSG00000226241	0	1	1	0	0	0	2080
ENSG00000226242	0	0	0	0	0	0	335
ENSG00000226243	10	5	1	3	4	5	279
ENSG00000226245	7	6	1	0	0	1	434
ENSG00000226246	0	0	0	0	0	0	1276
ENSG00000226247	0	0	2	0	0	0	340
ENSG00000226249	6	0	3	0	2	0	603
ENSG00000226250	0	0	0	0	0	0	560
ENSG00000226251	5	1	3	0	0	6	511
ENSG00000226252	0	0	0	0	0	0	4036
ENSG00000226253	0	1	0	0	0	4	364
ENSG00000226254	0	0	0	0	0	0	420
ENSG00000226255	0	0	0	0	0	0	398
ENSG00000226258	0	0	0	0	0	0	2974
ENSG00000226259	216	328	364	63	121	43	4028
ENSG00000226261	0	0	0	0	0	0	704
ENSG00000226262	0	0	0	0	0	0	1951
ENSG00000226263	0	0	13	0	0	0	652
ENSG00000226266	9	14	18	1	10	6	2724
ENSG00000226268	7	13	2	10	3	3	966
ENSG00000226270	0	0	0	0	0	0	1279
ENSG00000226272	0	0	0	0	0	0	990
ENSG00000226273	0	0	0	0	0	0	561
ENSG00000226276	2	6	1	0	0	12	379
ENSG00000226277	0	0	0	0	0	0	674
ENSG00000226278	0	0	152	183	147	218	261
ENSG00000226279	5	4	6	0	0	1	498
ENSG00000226280	0	0	0	0	0	0	1948
ENSG00000226281	10	1	0	1	0	12	568
ENSG00000226284	5	6	2	4	3	30	533
ENSG00000226285	0	0	0	0	0	0	943
ENSG00000226286	0	0	1	10	5	0	469
ENSG00000226287	52	36	204	102	211	162	2889
ENSG00000226288	0	0	0	0	0	0	1115
ENSG00000226289	0	0	0	0	0	0	689
ENSG00000226291	0	1	0	2	1	0	302
ENSG00000226292	0	0	0	0	0	0	813
ENSG00000226296	0	0	0	0	0	0	597
ENSG00000226297	0	0	0	0	0	0	515
ENSG00000226298	0	0	0	0	0	0	1152
ENSG00000226299	1	0	2	0	0	0	833
ENSG00000226301	0	0	3	0	0	0	734
ENSG00000226302	0	0	0	0	0	0	717
ENSG00000226304	0	0	0	0	0	0	481
ENSG00000226306	2	2	16	0	4	1	2988
ENSG00000226307	0	0	0	0	0	0	550
ENSG00000226308	1	1	6	15	0	0	1293
ENSG00000226309	0	0	0	1	0	0	1219
ENSG00000226310	1	1	8	0	0	1	665
ENSG00000226312	0	0	20	7	4	54	3166
ENSG00000226313	0	0	0	0	0	0	1134
ENSG00000226314	73	123	53	75	111	1	2535
ENSG00000226317	1	0	0	0	0	0	911
ENSG00000226318	0	1	16	0	0	15	763
ENSG00000226320	0	0	0	0	0	0	1133
ENSG00000226321	0	0	8	0	0	0	5288
ENSG00000226323	0	0	0	0	0	0	263
ENSG00000226324	0	0	0	0	0	0	250
ENSG00000226327	0	1	0	2	0	0	886
ENSG00000226328	120	195	207	415	133	88	2263
ENSG00000226329	12	9	24	0	9	58	1467
ENSG00000226330	2	4	30	49	69	6	486
ENSG00000226331	0	0	0	0	0	0	470
ENSG00000226332	19	48	121	59	149	414	681
ENSG00000226334	0	0	2	0	0	20	469
ENSG00000226335	0	1	1	0	0	0	1318
ENSG00000226336	0	0	0	0	0	0	374
ENSG00000226337	2	0	0	0	0	0	1739
ENSG00000226338	0	0	0	0	0	0	78
ENSG00000226339	0	0	0	0	0	0	240
ENSG00000226340	6	0	10	0	0	0	545
ENSG00000226341	0	0	0	0	0	0	491
ENSG00000226342	0	0	0	1	1	3	1488
ENSG00000226344	0	0	0	0	0	0	362
ENSG00000226345	0	0	4	0	0	0	201
ENSG00000226348	1	0	2	0	0	0	853
ENSG00000226349	0	0	0	0	0	0	534
ENSG00000226352	3	4	15	6	8	22	376
ENSG00000226353	0	0	0	0	0	0	515
ENSG00000226355	0	0	0	0	0	0	800
ENSG00000226356	0	0	0	0	0	0	1109
ENSG00000226358	0	0	0	0	0	0	1430
ENSG00000226359	0	0	16	4	1	19	877
ENSG00000226360	51	67	197	34	58	196	652
ENSG00000226361	0	4	3	10	1	2	1213
ENSG00000226362	0	0	0	0	0	0	906
ENSG00000226363	8	1	0	6	0	0	1121
ENSG00000226364	0	1	0	0	0	0	682
ENSG00000226366	0	0	0	0	0	0	481
ENSG00000226367	1	0	0	0	0	0	2866
ENSG00000226368	0	0	0	0	0	0	308
ENSG00000226369	0	0	0	0	0	0	717
ENSG00000226370	0	0	0	0	0	0	601
ENSG00000226372	6	0	0	0	0	0	3457
ENSG00000226374	0	0	0	0	0	0	937
ENSG00000226375	0	0	0	0	0	0	690
ENSG00000226376	0	0	0	0	0	0	196
ENSG00000226377	0	1	2	14	1	1	591
ENSG00000226380	2	8	259	77	70	543	6692
ENSG00000226381	107	93	88	82	55	161	1317
ENSG00000226383	13	8	177	0	0	103	2006
ENSG00000226386	4	8	6	2	1	0	302
ENSG00000226387	0	0	0	0	0	0	1278
ENSG00000226388	0	0	0	0	0	0	1376
ENSG00000226389	0	0	0	0	0	0	1053
ENSG00000226390	15	10	19	0	0	0	789
ENSG00000226392	0	0	0	0	0	0	189
ENSG00000226393	0	1	8	0	1	6	528
ENSG00000226394	0	0	0	0	0	0	142
ENSG00000226395	0	0	0	0	0	0	231
ENSG00000226396	33	23	45	19	16	19	455
ENSG00000226397	0	0	0	0	0	0	2474
ENSG00000226398	2	1	0	0	0	0	346
ENSG00000226400	0	0	0	0	0	0	256
ENSG00000226401	0	0	0	0	0	0	570
ENSG00000226403	38	34	6	27	53	34	450
ENSG00000226405	0	0	0	0	0	0	382
ENSG00000226406	0	0	0	0	0	0	836
ENSG00000226407	0	0	0	0	0	0	411
ENSG00000226409	0	0	0	0	0	0	821
ENSG00000226410	0	0	0	0	0	3	297
ENSG00000226411	0	0	0	0	0	0	223
ENSG00000226412	0	0	0	0	0	0	862
ENSG00000226413	0	0	0	0	0	0	918
ENSG00000226414	0	0	0	0	0	0	1123
ENSG00000226415	54	103	121	29	81	290	750
ENSG00000226416	11	13	58	42	55	17	1876
ENSG00000226419	165	226	46	47	70	363	3028
ENSG00000226420	0	0	0	0	0	0	244
ENSG00000226421	4	8	9	31	11	2	897
ENSG00000226423	0	0	1	0	0	0	565
ENSG00000226425	0	0	0	0	0	0	442
ENSG00000226426	0	0	0	0	0	0	622
ENSG00000226427	0	1	0	1	0	0	273
ENSG00000226428	0	0	0	0	0	0	645
ENSG00000226429	0	0	0	0	0	0	309
ENSG00000226430	7	1	0	0	0	0	2028
ENSG00000226431	0	0	0	0	0	0	524
ENSG00000226432	3	1	10	0	5	10	877
ENSG00000226433	0	0	0	0	0	0	449
ENSG00000226434	0	0	0	0	0	0	586
ENSG00000226435	37	13	87	1	0	0	3449
ENSG00000226436	0	0	0	0	0	0	405
ENSG00000226438	1	0	0	0	0	0	558
ENSG00000226439	0	0	0	0	0	0	402
ENSG00000226440	0	0	0	0	0	0	4095
ENSG00000226441	0	0	0	0	0	0	311
ENSG00000226442	0	0	0	0	0	0	287
ENSG00000226443	0	0	0	1	0	0	998
ENSG00000226444	0	0	0	0	0	0	1675
ENSG00000226445	0	0	18	0	0	36	980
ENSG00000226446	0	0	0	0	0	0	624
ENSG00000226447	0	0	0	0	0	0	444
ENSG00000226448	0	0	0	0	0	0	760
ENSG00000226449	0	0	0	0	0	0	1580
ENSG00000226450	3	10	88	13	20	108	1490
ENSG00000226453	46	42	0	12	17	0	822
ENSG00000226454	0	0	0	0	0	0	421
ENSG00000226455	0	0	0	0	0	0	935
ENSG00000226457	2	3	2	0	0	13	381
ENSG00000226461	0	0	0	0	0	0	358
ENSG00000226465	39	17	6	20	2	1	320
ENSG00000226466	0	0	0	0	0	0	796
ENSG00000226468	17	6	11	4	0	56	796
ENSG00000226469	13	0	1	5	0	19	2000
ENSG00000226470	0	0	0	0	0	0	146
ENSG00000226471	27	28	35	7	7	17	1470
ENSG00000226472	1	1	8	0	0	21	1044
ENSG00000226473	0	0	3	0	0	0	481
ENSG00000226474	0	0	0	0	0	0	177
ENSG00000226476	12	12	1	1	1	140	1798
ENSG00000226477	0	0	0	0	0	0	256
ENSG00000226478	1	0	3	6	7	6	1131
ENSG00000226479	1189	1298	1323	3159	3233	1568	2131
ENSG00000226480	0	0	0	0	0	0	922
ENSG00000226481	0	0	0	0	0	0	1803
ENSG00000226482	0	0	0	0	0	0	3443
ENSG00000226483	0	0	0	0	0	0	670
ENSG00000226484	0	0	0	0	0	0	1861
ENSG00000226485	0	0	0	2	0	0	954
ENSG00000226486	0	0	0	0	0	0	784
ENSG00000226487	0	0	0	0	0	0	376
ENSG00000226488	0	0	0	0	0	0	528
ENSG00000226489	0	0	0	0	0	0	333
ENSG00000226490	0	0	0	0	0	0	648
ENSG00000226491	0	0	7	5	0	0	861
ENSG00000226493	0	0	5	0	0	6	437
ENSG00000226496	6	0	0	11	1	0	2432
ENSG00000226497	0	0	0	0	0	0	674
ENSG00000226498	0	0	0	0	0	0	885
ENSG00000226499	0	0	11	1	4	0	162
ENSG00000226500	0	0	0	0	0	0	410
ENSG00000226501	0	0	8	0	0	0	526
ENSG00000226502	0	0	0	0	0	0	1457
ENSG00000226504	0	0	0	0	0	0	219
ENSG00000226505	0	0	0	0	0	0	958
ENSG00000226506	0	0	0	0	0	0	796
ENSG00000226507	0	0	1	0	0	0	855
ENSG00000226508	40	18	23	0	0	0	1009
ENSG00000226509	0	0	0	0	0	0	162
ENSG00000226510	0	0	74	0	0	4	795
ENSG00000226515	0	0	0	0	0	0	148
ENSG00000226516	0	0	0	0	0	0	1232
ENSG00000226519	0	0	0	0	0	0	340
ENSG00000226520	0	1	0	1	0	0	587
ENSG00000226521	0	0	1	0	0	0	1500
ENSG00000226522	0	0	0	0	0	0	313
ENSG00000226523	0	0	0	0	0	0	192
ENSG00000226524	13	4	27	5	1	3	4880
ENSG00000226525	17	43	56	5	34	97	603
ENSG00000226526	0	0	11	0	2	0	636
ENSG00000226527	0	0	0	4	0	0	1361
ENSG00000226529	0	0	0	0	0	0	368
ENSG00000226530	24	28	0	0	0	0	841
ENSG00000226532	0	0	4	0	0	3	84
ENSG00000226533	0	0	0	0	0	0	560
ENSG00000226534	0	0	0	0	0	0	689
ENSG00000226535	0	0	2	0	0	4	1580
ENSG00000226536	0	0	0	0	0	0	337
ENSG00000226537	0	0	0	0	0	0	862
ENSG00000226539	16	1	13	5	3	1	718
ENSG00000226540	0	0	0	0	0	0	1007
ENSG00000226541	0	0	0	0	0	0	310
ENSG00000226542	0	0	0	0	0	0	691
ENSG00000226543	0	0	0	0	0	0	453
ENSG00000226544	0	0	1	1	0	9	733
ENSG00000226545	0	0	8	0	0	0	415
ENSG00000226546	0	0	0	0	0	0	343
ENSG00000226547	0	0	0	0	0	0	583
ENSG00000226548	0	0	1	0	0	4	652
ENSG00000226549	0	0	18	3	0	1	1081
ENSG00000226552	0	0	0	0	0	0	1641
ENSG00000226553	0	0	0	0	0	0	1502
